targets,predictions
<sos>만 완전 그 청류랑가 완전 그 집안이 약간 이려해. 니 이 의기가 았 나등 거야? 토만기? 아 니 나 랑결 사람 의기하다가 그 도옷갔날 사람 의기하다 토만기 생각나서, 아 닌전   그  개노 나가   닌차 수지만람  람애   이상까  이 게  싶 나될될 막 역역겠기기   아니  나  보  싸 사약이 저기하하하다가.   그그   내꾸역챙  사약약약 저기 나 같자었었  생각  나서그.
<sos>응. 그인단. 포담 아마도 다음주 화우일에 갔다가 그 주까지 스럼처하고 그 주말 창에 포담 타 거 같애.,집 그주지   름  아요도  다원원   없성  하우러래  직다가   그졸해지  학돼갈하고  그  없짜참면  름하  돈   거   같같간.
<sos>아니지 학원은 내가 달풀을 해서 내가 원하는 본목을 신터을 하는데 대신에 그 학원이 살동 지원이 되는지 안 되는지잖 후막을 하고 가는 거지.,아니지..  하음는  보가가   올림을  까서   보가   음하는  안먹을  신차을  하는데   너신에  그   스음이  했동지이  으는지  안 으는지로  티기나  하하고  가는  거지.
<sos>그런가 아니 들데 나는 아적까지 나에 률을 념기기 항항해. 나 놓인보기에는 나에 먹방가 아적 할투해.,배가  아니  들데  나는  아긴해지  짜  사면서  이게  그눈 까.. 나  확잖고 내잖기에는  나에여여가 아아긴인 좋너.
<sos>운 이겨 있는 데면은 해팔까지 책맞 가고 하니까. 사건이 행낙 노면은 디이 진짜 맞엄 아니라 그인십라고.,알 이군있는 으면은   까초   해도  시않가고하니해   사건이  님젠 누면은   과이 너 않나아니라그근라.
<sos>그 하예이에서 하다가 스크스로 갔다가 한 청 소경 하고 예서 이제 과음으로 자필는데.,그 하재에서 하하다가   시구로 가다가  한   개 소성   하하고  재서  이이제   피원원되로  만나는데?
<sos>주얼리 처만이너가 되기 크해서는 금명 공차본잖 사 봐젊 가야지 그게 가병한 거 거 같아.,힘리  갈자었 나가  으게  쓰쓰에서는  그건  국응섬본진  사테제  가야야야지  그 하는   거  같간..
<sos>이줬원에 있는 정후장 어루 쁜붙막 파 모르겠어 이겨을 까여었는데.,이폰음에  있는   겠티티히 어갑   빌손었를  모맞맞정정정어.  이군을   해먹무는데
<sos>아 그단. 들데 나는 아 쓰와은은 많이 뭔르다. 점끼는데 싸서는 울로 다르날 생각이 안 근어.,아  그  들들데데   나는   아  준억새는   많이  남맞다점쪼는  밌올 케로 다맞다  생각이  안 세..
<sos>그런 데잖 가면 안 문. 야 단안 번은 응? 비아시아 케이 급고야.,그  약남 하면 한년 보  돌하  지음   원 단아시  왜이  잡고야야야.
<sos>랑. 너무 못깃해서 훈패 외변어우. 한살 디으로 거중 한 청 사열 원? 않나우?,보   대인인  날찐에서   찰법  레휴어우우.  한속 과되로  거의  한  개 사노 음  만나우.
<sos>시확 했날. 원래 안싸 팡곳가 전신이 안싸 벅컬카어. 안싸 벅컬.,냐완했엄  음래  안밌에빛 시가  전신이   안밌이  딨 풍무어..  안밌 딨풍.
<sos>년유장 내가 양 때는 화맞 안 한 거 같은데. 되게 화맞을 한 거래.,트모삼에  보가 위  때는   행다   안  한  거거   같같바데   날  하하않가  한  거거래.
<sos>나 안 범밌까 생각 얘이야. 안 범기거나 쓸게 주거나.,나 팅꽤해  생각자이야야.  안 팅기거아   점게 졸어.
<sos>구간발사는 들데 그래도 번게 봤겠랑 아니 나쁘게는 안 보지. 그래도,름가억 하는  들데  그래래도 좋게  걔정랑.  아이   나족게는 안 뭐지  그그래도.
<sos>아 아까행. 입학금이 아까행. 아주.,어   아해러 이복  할이아해님가지.
<sos>아니 아니 그렇게 말하지 채시 알치 만리 있나우? 어,아니니  아니  그게   좀지지  품시   좀치두이  나우   어.
<sos>예 그게 브복 얘 청이야. 사 봐 전?,아  그게게 든에서서  급인사이이야야.   사 테전?
<sos>그걸 어강게 또 보려을 수는 것도 돌락,그   어어떻게 도  내상을을  까는   것도  루취
<sos>태술칠 구 없는 말 안 수으면 번겠어.,강객없을 구  렇렇는 짜짜   안 수되  좋좋정정어.
<sos>나는 어제 맨 시에 잤는 매 알아?,나는   어어제 양시  자는힘  좀아?
<sos>진짜 요리 일 교시자은 남하만 이인면서.,를말  마리  일르 시하음  달하자  이잖면면서..
<sos>여고 집에 타 거야?,먹고   영에  돈돈  거야야?
<sos>지토에 내가 디 많으니까 그래서,지역이  보가   과  많되니해  그래서.
<sos>또 치꿀 거 같애 밥고,비  나투  거   같간직고
<sos>줄질가 정말 많랑우.,치끼가 코갖 실보어?
<sos>들데 그거 다 어앉게 다 기져해?,들데  그거거  어어떻게  나 기팔까.
<sos>데 정시 다군.,데  겠시   처 밖
<sos>기빼사 길표 받헬데?,풍학  치돼  언량데.
<sos>아 몰라?,아  몰라.
<sos>그단.,그못.
